"tipo_Plan","entidad_promotora","conjunto","modalidad_captura","especies_objetivo","zona_Trabajo","dias_maximos","epoca_Trabajo","puntos_control","zonas_trabajo_detallada","ide_plan_explotación"
"DPER","C.P. Cangas","F","Embarcación;","PCB,","De punta Couso a punta Canaval, illas Cíes,","150","De xaneiro a decembro,","Zona de traballo, lonxa de Cangas,","-Area 1. Costa da Vela (dende costal de Barra ata punta Couso,) (VI-096),: Subarea.1.1. O illote As Osas (VI-572),; Subarea.1.2. Punta Couso a Punta Paredon do Rio,; Subarea.1.3. Punta Paredon do Rio ata Pinela de Cu de Lobo,; Subarea.1.4. Pinela de Cu de Lobo ata Cabo Home,; Subarea.1.5. Cabo Home ata Melide,; Subarea.1.6. Melide ata rio de Barra, (VI-567),; -Area 2. (Dende punta Muxierio, Monolito, ata a enseada das Herbas, na costa oeste da illa norte das illas Cíes,) (VI-097),: Subárea.2.1. Punta Escodelo (O Bufardo) ata a Ensenada das Herbas (VI-097-I),; Subárea.2.2. Punta Muxeiro ata Punta Escodelo (Area dos Freixeiros) (VI-097-II),; -Area 3. (Dende a enseada das Herbas ata ao peirao de Carracido (incluíndo Viños), na illa norte de Cíes, ademais de toda a illa sur das illas Cíes,) (VI−098),: Subárea.3.1. Illote Boeiro (VI−099),; Subarea.3.2. Viños (VI-573),; -Area 4. (Dende o Ballote do Mar ata o Corbeiro): tramos de rocha na banda norte da ría de Vigo,; (1)LIC Costa da Vela; (2)LIC Illas Cíes; (3)ZEPA Illas Cíes,;","2019132"
"DPER","C.P. O Grove","F","A pé; Embarcación;","PCB,","De punta Area Grande a punta Faxilda,","80","De xaneiro a decembro, cunha veda no mes de setembro e do 15 de outubro ao 30 de novembro,","Zona de extracción, lonxa de O Grove,","-Zona 1. (De punta Area Grande a punta Aguieira,):Con Negro (AR-265),  O Carreiro (AR-266), Illa de Pombeiro (AR-267),; -Zona 2. (De punta Aguieira a punta Espiño,): Pedras Negras (AR-263), A Batería (AR-264),; -Zona 3. (Punta Faxilda,): Punta Faxilda (AR-260), Punta Corbeiro (AR-261), Illa da Capilla da Lanzada (AR-262),;","2019133"
"DPER","C.P. Vigo","F","A pé;","PCB,","De puntal da Serra a punta Cubilló,","40","De xaneiro a decembro,","Zona de traballo, lonxa de Canido, lonxa de Vigo,","Illa de Toralla (VI-556), Cabo Estai (dende Punta Marosa ata Area das Canas,) (VI-557), Monteferro (dende a praia da Abra ata Puntal da Serra,) (VI-558),","2019134"
"FEQD","A.M. Aresmar","F","MSAS;","URM,","Punta Socastro, Illa Gabeira, Portonovo, Illotes Farallóns, Illa Anzuela, punta Castro, punta das cabras, punta Nois, punta Fazouro, Os Xuncos, illa Corbeiras, Os Placeos, punta Piñeira, punta Niño do Corvo, illa Pancha, O Mirador,","60","De xaneiro a abril, novembro, decembro,","Zonas de traballo, lonxa de Ribadeo, lonxa de Burela, lonxa de Celeiro,","1. Celeiro: Punta Socastro, Illa Gabeira, Portonovo,; 2. San Cibrao: Illa Farallóns, Illa Anzuela,; 3. Burela CC: Punta Castro, Punta das Cabras,; 4. Burela NF: Punta Nois, Punta Fazouro,; 5. Rinlo: Os Xuncos, Illa Corbeiras, Os Placeos,; 6. Ribadeo: Punta Piñeira, Punta Niño do Corvo, Illa Pancha, O Mirador,;","2019135"
"FEQD","C.P. Celeiro","F","A pé;","URM,","Desde a ermida de San Tirso a punta do Cabalo, agás a zona de Muiñelos,","10","De xaneiro a abril, decembro,","Saídas dos bancos do Rego, Arnela,","(CL-127), (CL-128), (CL-129),","2019136"
"FEQD","C.P. Ribadeo, A.M. San Cosme de Barreiros-Foz, (plan conxunto)","T","A pé;","URM,","De punta Nois ata As Carrallas,","45","De xaneiro a abril,","Punta Corbeira, Os Galliños, porto de Nois,","*","2019137"
"FEQD","C.P. San Cibrao, C.P. Burela, (plan conxunto)","T","A pé;","URM,","De ermida de San Tirso a punta Rueta, agás a cetaria de San Cibrao,","45","De xaneiro a abril,","Porto de Morás, porto de Portocelo,","*","2019138"
"FEQD","C.P. San Cibrao, C.P. Burela, C.P. Ribadeo, A.M. San Cosme de Barreiros-Foz, (plan conxunto)","T","A pé;","URM,","De punta Rueta ata punta Nois, agas a zona de Calvella,","10","De xaneiro a abril,","Zona de traballo, lonxa de Burela,","*","2019139"
"FEQD","C.P. A Coruña, C.P. Barallobre, (plan conxunto)","T","MSAS;","URM,","De punta Langosteira a punta Segaño,","50","De xaneiro a abril, decembro,","Lonxa de Coruña, porto de Ares, porto de Oza,","Zona A. (de Punta Langosteira ao dique de Abrigo,) (CF-028),; Zona B. (de Bastiagueiro ao peirao de Sada,) (CF-029),; Zona C. (de Perbes a praia de Centroña,) (CF-030),; Zona D. (de espigón de Ares a Punta Segaño,) (CF-031),;","2019140"
"FEQD","C.P. Aguiño, C.P. Ribeira, (plan conxunto)","T","MA; MSAS; Bicheiro;","URM,","Illa de Sálvora, costa e illotes adxacentes, (agás determinadas zonas); De punta Falcoeiro ata río Sieira, incluíndo illotes adxacentes,(Falcoeiro, Basoñas, outros);","40","De febreiro a abril, decembro,","Peirao de Aguiño, (rampla anexa á nave de clasificación de percebe), peirao de Ribeira, (bocana da dársena portuaria), lancha de vixilancia nas zonas de traballo, Peirao de Corrubedo, (en circunstancias xustificadas)","-Zona 2. (Illa de Sálvora, costa e illotes adxacentes, agás as zonas de exclusión,): Subzona 1. (Illa de Sálvora e illotes adxacentes, agás as zonas de exclusión) (AR-313), (AR-314), (AR-315),; Subzona 2. (dende Punta Falcoeiro ata Con D´Agosto,) (AR-309), (AR-310), (AR-311), (AR-312),; -Zona 3. (de punta Falcoeiro ata río Sieira, incluíndo illotes adxacentes (Falcoeiro, Basoñas e outros)): Subzona 1. (dende Punta Falcoeiro ata Punta Corrubedo, incluíndo a praia do Vilar,) (AR-305), (AR-306), (AR-307), (AR-308),; Subzona 2. (dende Punta Corrubedo ata Río Sieira, incluíndo os baixos de Basoñas,) (AR-303), (AR-304),;","2019141"
"FEQD","C.P. Cedeira","F","MSAS;","URM,","Cedeira: (Punta da Frouxeira, (Leste)); Cariño: (CL-082,);","10","De xaneiro a abril, decembro,","Zonas de traballo, lonxa de Cedeira,","Cedeira: Punta da Frouxeira (Leste), Cariño: (CL-082),","2019142"
"FEQD","C.P. Espasante","F","A pé;","URM,","De illa San Vicente ata punta Vilardeira,","3","De xaneiro a abril,","Peirao de Espasante, lonxa de Ortigueira,","A. (dende Illa de San Vicente ata punta de Santa Eulalia,) (CL-065),; B. (dende punta de Santa Eulalia ata punta da Bandexa,); C. (dende punta da Bandexa ata Ribeira,) (CL-023),; D. (dende Ribeira ata praia do Sarridal,) (CL-022),; E. (dende praia do Carro ata punta de Pena Furada,) (CL-054),; F1. (dende punta de Pena Furada ata a metade da praia Furada,) (CL-050),; F2. (dende a metade da praia Furada ata a praia Fabrega,) (CL-026),; G. (dende praia Fabrega ata O Coitelo,) (CL-063),; H. (dende O Coitelo ata Costa Xuncos,); I. (dende Costa Xuncos ata punta Vilardeira,) (CL-024),;","2019143"
"FEQD","C.P. Ferrol","F","MSAS;","URM,","De faro de punta Frouxeira ata a ponte da Faísca,","50","De xaneiro a abril, novembro, decembro,","Peirao de Ferrol,","Prioriño Chico-Prioriño Grande (CF-169), (O Pieiro); Punta do Castro-Illas Gabeiras-Punta Lavandeira (CF-108), (Lobadiz); Os Cabalos-Praia de Santa Comba (CF-110),; Praia dos Botes- Faro de Punta Frouxeira (CF-111),; punta Branca a punta Cela (CF-137),;","2019144"
"FEQD","C.P. Lira","F","A pé;","URM,","De punta Insua á desembocadura do río Larada,","35","De xaneiro a abril, De outubro a decembro,","Lonxa de Lira,","-Zona 1A. (Zona B Plan Xestión Ingegral REMIP): (de Maceiras (sur praia de Carnota) á esquina do campo de fútbol,) (CM-022), REMIP,; -Zona 1B. (Zona C PXI REMIP): (da esquina do campo de fútbol a O Curro,) (CM-023), REMIP,; -Zona 1C. (Zona D PXI REMIP): (de O Curro ata punta Raposeiros (Lombo da Campa),) (CM-024), REMIP,; -Zona 1D (Zona Exterior 1): (Dende Lombo da Campa ata punta Insua,) (CM-025), fora da REMIP,;","2019145"
"FEQD","C.P. Lira, C.P. Fisterra, C.P. Corcubión, (plan conxunto)","T","MA; MSAS;","URM,","Zona V: de cabo Touriñán a punta Insua,","70, Ámbito da reserva: 50,","De xaneiro a abril, Novembro e decembro,","Lonxa de Lira, Lonxa de Fisterra, Lonxa de Corcubión, Ámbito da reserva: Lonxa de Lira,","Costa entre Cabo Touriñán e punta Insua, (CM-147), Lobeira Chica (CM-269), Lobeira Grande (CM-270), Carrumeiro Grande (CM-271), Carrumeiro Pequeno (CM-272), Os Bois (CM-273), REMIP Os Miñarzos,","2019146"
"FEQD","C.P. Malpica, C.P. Corme, C.P. Laxe, C.P. Camelle, C.P. Camariñas, C.P. Muxía, (plan conxunto)","T","MSAS;","URM,","Zona VI: de cabo Touriñán a punta Langosteira,","55","De xaneiro a abril, decembro,","lonxa de Malpica, lonxa de Corme, lonxa de Laxe, lonxa de Camelle, lonxa de Camariñas, lonxa de Muxía,","(CM-099), Sector 1. de Touriñán á Buitra,; Sector 2. da Buitra á Barca,; Sector 3. Ría de Camariñas (de Peneirón-Xaviña á praia Lago),; Sector 4. Vilano (de Corno a Pta. Pedrosa),; Sector 5. de Gallada-Baleas a Ríos,; Sector 6. de Ríos a Camelle,; Sector 7. de Ataín a Cabo de Laxe,; Sector 8. Ría de Corme-Laxe (de Cabo Laxe a Roncudo),; Sector 9. Roncudo (de baixo Chan a Pichóns),; Sector 10. de Pichóns ao Cabalo,; Sector 11. do Cabalo a Malpica, Sector 12. Illas Sisargas,; Sector 13. de Malpica a Razo,; Sector 14. de Razo a Caión,; Sector 15. de Caión a Langosteira,;","2019147"
"FEQD","C.P. Muros","F","MSAS;","URM,","Desde punta Insua a punta Uhía,","30","De xaneiro a abril,","Lonxa de Muros, peirao de Muros, lonxa de Esteiro, peirao de Esteiro,","-Zona 1. (Baixos de Meixidos e Bruios,); -Zona 2. (de punta Ínsua a punta Queixal,): Punta Insua (MN-001), Punta Lens (MN-002), Neixóns (MN-003),; -Zona 3. (de punta Queixal a cabo Rebordiño): Monte Louro-Folgareiro (MN-004), San Francisco, Punta Bouga (MN-005), Da Cova a cabo Rebordiño,; -Zona 4. (de Santa Catalina a punta Uhía): Santa Catalina (MN-006), Punta Cancelada,;","2019148"
"FEQD","C.P. Porto do Son","F","MSAS;","URM,","Desde Punta Cabeiro ata río Sieira,","25","De xaneiro a abril,","Peirao de Porto do Son, (na rampla fronte á lonxa,);","Punta Cabeiro, Punta Sagrada, Praia de Arnela, Punta Magrio, Punta Lixeira, Punta Castro, Punta Castro de Queiruga, Punta Rio Sieira,","2019149"
"FEQD","C.P. O Pindo","F","A pé;","URM,","Desde o río Xallas ata o río Larada,","20","De xaneiro a abril, novembro, decembro,","Porto de Quilmas, Portiño, Illa da Curra, Insuela, Pozo das centolas,","-Zona 1. Porto de Quilmas,; -Zona 2. De Portiño a Area Branca,; -Zona 3. De Porto Negro a Carreiroa,; -Zona 4. De Rego da Braña a Insuela,; -Zona 5. De Insuela a Almacén de Caldebarcos,;","2019150"
"FEQD","C.P. A Guarda","F","A pé;","URM,","De punta Orelludas a punta dos Picos,","45","De xaneiro a abril, De outubro a decembro,","Porto de Oia, Horizonte, lonxa da Guarda, A Grelo,","Porto das Canelas (VI-407), A Rachada-Forxas (VI-411), Forxas-Porto Vilar (VI-412), Arena Grande (VI-413), As Xilias-Correlos (VI-414), A Señal-Redondeliño (VI-416), Río Ajieira-Os Salitiños (VI-418), Porto Agoeira (VI-421), O Cunchal (VI-423), Porto Amiadelo (VI-424), Leña seca (VI-426), Cetárea (VI-427), Porto Mª albiña (VI-428), Fedorentos (VI-429), O Portiño-Xenete (VI-430), Carreiro-Santa Cruzada (VI-433), A Grelo (VI-434), Depuradora (VI-435), Ribel (VI-436), Ribelciño (VI-437),;","2019151"
"FEQD","C.P. A Guarda","F","MSAS;","URM,","De punta Orelludas a punta dos Picos, (zona marítima)","80","De xaneiro a abril, De outubro a decembro,","Peirao da Guarda, Peirao de Santa María de Oia,","Canelas (VI-250), Vilar (VI-243), Oia (VI-244), Bazar (VI-245), Area Grande dentro (VI-246), Area Grande fóra (VI-247), Carreiro (VI-248), As Luisas (VI-249), Ribel (VI-208),","2019152"
"FEQD","C.P. Aldán-O Hio","F","MA; MSAS;","URM, WBX,","De punta Couso a punta Morcegos, cara ao interior da ría de Aldán,","Ourizo: 25, Holoturia: 13,","De xaneiro a marzo, De outubro a decembro,","Embarcación de vixilancia, Punta Alada, Punta Niño do Corvo, Lonxa de Aldán,","De Punta Couso a Punta Ameixide: Punta Couso I (PO-157), Punta Couso II (PO-158), Punta Alada (PO-159), Area Brava (PO-160), Punta Corveira (PO-161), Augadelas (PO-169), Punta Ameixide (PO-170),; De Punta Morcegos ao peirao de Aldán: Laxe do Aire (PO-162), Menduiña (PO-163), Pena Rubia (PO-171),;","2019153"
"FEQD","C.P. Baiona","F","A pé; MSAS;","URM,","De punta Orelluda a praia da Abra (excluída), incluíndo as illas Estelas,","A pé: 60, MSAS: 120,","De xaneiro a abril, de outubro a decembro,","Zonas de traballo, lonxa de Baiona,"," -A pé: De punta Orelluda a praia de Abra (VI-506),; Con subministro de aire dende a superfície: Monte Ferro (VI-507), Illas Estelas (VI-508), Illotes Serralleiras(Farallóns) (VI-509), Monte Lourido (VI-510), Cabo Silleiro (Carral) (VI-511), Monte do Boi (VI-512), Baredo (Enseada Bombardeira) (VI-513), Enseada do Ladrón (Puerto Castro) (VI-514), Punta Centinela-Pedra Rubia (VI-515), Can Cagado-Mougás (VI-516), Porto Senín (VI-517), Punta Orelludas (VI-518),; Figura de protección: Illas Estelas, Monte Ferro, Illotes Serralleiras, (LIC Estelas);","2019154"
"FEQD","C.P. Bueu, C.P. Portonovo, C.P. Sanxenxo, (plan conxunto)","T","MSAS;","URM,","De punta Faxilda a punta Centolo, de punta Galera a punta Couso, de punta Couso a punta Morcegos, illa Ons, illa de Onza,","100","De xaneiro a abril, De outubro a decembro,","Lonxa de Bueu, Lonxa de Portonovo,","Area 1. Ons. (Litoral das illas Ons e Onza): 1.1. Norte: (de Centolo a punta Estripeiral,) (PO-203),; 1.2. Centro: (de punta Estripeiral ata illote A Freitosa,) (PO-204),; 1.3. Sur: (de Illote A Freitosa a praia Fedorentos,) (PO-205),; 1.4. Leste: (Ons,) (PO-206),; 1.5. Onza,; 1.6. Baixos asociados: (Camoucos, Picamillo,) (PO-208),; Area 2. Norte ría Pontevedra (de punta Faxilda a punta Aguillóns): 2.1: (de punta Faxilda a punta Cabicastro,) (PO-209),; 2.2. (de punta Cabicastro a punta Aguillóns,) (PO-210), (PO-211), (PO-214),; Area 3. Sur ría de Pontevedra (de punta Morcegos á escola naval militar de Marín): 3.1: (de punta Morcegos ao peirao de Bueu,) (PO-212),; 3.2: (do peirao de Bueu á Escola Naval de Marín,) (PO-213),(PO-214),;","2019155"
"FEQD","C.P. Cangas","F","MA; MSAS;","URM,","Entre punta Canabal e punta Couso, illas Cíes,","125","De xaneiro a abril, De outubro a decembro,","Zona de extracción, lonxa de Cangas,","-Subzona 1. Illa Norte das Illas Cíes (1): (GAL 11/01) CABALO (VI-039), MONTEAGUDO (VI-038), LAGO (VI-037), PORTA (VI-033), PEQUENO (VI-035), CARRACIDO (VI-034), VIÑOS (VI-036), ALEMANS (VI-040), OSBIDUIDOS (VI-216), PEDRAS NEGRAS (VI-217),; -Subzona 2. Illa Sur das Illas Cíes (1): (GAL 11/01) VICOS (VI-215), FAREIRO (VI-031), SAN MARTIÑO (VI-030), PAU (VI-032), A GALERA (VI-209), OS QUICHOS (VI-210), PEDRA DOS GAVIOTOS (VI-211), OS GAVIOTOS (VI-212), OS FORCADOS (VI-213), LIMPIÑO (VI-214),; -Subzona 3. Costa da Vela (de Punta Couso a Punta Subrido,) (2) (GAL 10/01) CABO HOME (VI 027),; (GAL 11/01-1) ROBALEIRA (VI-026), MELIDE (VI-025), AS OSAS (VI-218),; -Subzona 4. Enseadas de Barra, Liméns, Cangas (de Punta Subrido a Pta Borneira): (GAL 11/01) COSTAL DE BARRA (VI-024), MUXILEIRA (VI-023), GREIXIÑA (VI-022), CORBEIRO DOS CASTROS (VI-021),; (GAL 11/04) ENSEADA DE LIMENS (VI-020), PRAIA DE LIMENS (VI-019), SALGUEIRA (VI-018), FANEQUEIRA (VI-017), AREAMILLA (VI-016), BORNEIRA (VI-219),; Figuras de protección: (1) Parque Nacional Illas Atlánticas; (2) LIC Costa da Vela;","2019156"
"FEQD","C.P. O Grove","F","MSAS;","URM, WBX,","De punta Faxilda (agás A Lanzada) a punta Moreiras, de praia de Con Roibo a peirao do Grove, Pedras Sálvores, Baixos dos Mezos, baixos dos Esqueiros,","Ourizo: 65, Holoturia 50,","De xaneiro a xuño, novembro, decembro,","Porto de San Vicente, porto de Meloxo, lonxa do Grove, embarcación de vixilancia,","OURIZO: Zona 1. (de Punta Faxilda a Punta Colmado): Corbeiro (AR-269), Foxos (AR-122), Capilla (AR-123),; Zona 2. (dende Raeiros a Punta Conchido) Raeiros (AR-270), Paxareiros (AR-271), Espiño (AR-272), A Barrosa (AR-273), As Redondas (AR-274),; -Zona 3. (de Punta Conchido a praia de Carreiro,): A Bateria (AR-275), Con Negro (AR-276), Castiñeira (AR-277), O Carreiro (AR-278),; -Zona 4. (de punta Carreiro a Punta Cantareira,): Faro das Pedras (AR-279), Rons (AR-280), A Cantareira (AR-281), Baixo dos Mezos (AR-282), Baixo dos Esqueiros (AR-283), Cons da Patarrosa (AR-214), Barreiriño-Barciela (AR-296),; HOLOTURIA: (De Punta Cabeza Moro a punta Con de Aguieira,);","2019157"
"FEQD","C.P. Vigo","F","MA; MSAS;","URM,","De Rande á praia de Abra, (esta última excluída)","83","De xaneiro a abril, De outubro a decembro,","Zona de traballo, lonxa de Canido, lonxa de Vigo,","-Ourizo: Cabo de Mar (VI-010-I), (VI-010-II), (VI 010-III), (VI-010-IV),; Toralla (VI-011), As Marosas (VI-012), Cabo Estai (VI-013), Saians (VI-014), Abra Norte (VI-015),; -Holoturia: Cabo de Mar (VI-010-I), (VI-010-II), (VI-010-III) (VI-010-IV),;","2019158"
"GSOL","C.P. A Coruña","F","MA; MSAS;","EQK, EQI,","Ría da Coruña, (desde o banco de O Parrote a punta Bufadoiro,);","60","De xaneiro a decembro,","As Xubias,","O Parrote, Santa Cristina, Mera (Espiñeiro),","2019159"
"GSOL","C.P. A Pobra do Caramiñal","F","MA; MSAS;","EQK,","De punta Galduario a punta Corna, arrecife de Aroña, de punta Galduario a punta Peralto,","160","De xaneiro a decembro,","Zona de extracción,","-Autorizacións: Areal (AR-286), Raposiños (AR-287), Insuas de Ribeiriña (AR-288),; -Libre marisqueo: Cabío: de punta Galduario a punta Corna (AR-137-I), (AR-137-II), Arrecife de Aroña (AR-139),;","2019160"
"GSOL","C.P. Aguiño","F","MA;","EQK, EQI,","Zonas de autorización C.P.Aguiño,","160","De xaneiro a decembro,","Zona de extracción, peirao de Aguiño, peirao de Ribeira, peirao de O Castro,","O Carreiro (AR-210), parcela C-1057 (Orde 11/06/1974),; Sálvora: subzona Vionta (AR-212), subzona Sálvora (AR-213),; Praia do Castro (AR-211), parcela C-1058 (Orde 30/07/1978), zona adxacente entre autorizacións segundo mapa adxunto,;","2019161"
"GSOL","C.P. Aguiño, C.P. Ribeira, (plan conxunto)","T","MA; MSAS;","EQK, EQI,","Praia da Ladeira, zonas de libre marisqueo adxacentes ao ámbito dos plans das autorizacións das dúas confrarías,","55","De abril a setembro,","Zonas de traballo, rampla anexa á lonxa de Aguiño, porto de Ribeira, porto de Corrubedo,","-Zona 1: zonas de libre marisqueo da zona interna da Ría de Arousa, limítrofes coas autorizacións de ambas confrarías,; -Zona 2: zona de libre marisqueo ao Este das Illas de Vionta, Erbosa, Noro (AR-302), (AR-316),; -Zona 3: praia de Ladeira (AR-297),;","2019162"
"GSOL","C.P. Cabo de Cruz","F","MA; MSAS;","EQK,","De punta Peralto ata punta Pedra Rubia,","70","De abril a setembro, decembro,","Embarcación de vixilancia na zona de traballo,","Barraña: dende a desembocadura do Río Coroño ata o arrecife das Marxas (AR-127),; Carregueiros: dende Punta Cabo a Punta Chazo (AR-128),; Retorta: praia da Retorta e intermareal dos Baus de fóra (AR-129),; Mañóns: dende a rampla de Angados ata punta Pedra Rubia (AR-130),;","2019163"
"GSOL","C.P. Camariñas, C.P. Muxía, (plan conxunto)","T","MA; MSAS;","EQK, EQI,","De punta Sandia á desembocadura do río Lago, (praia de Lago, praia de Barreira, infralitoral entre a praia de Barreira e punta Sandía,); Enseada de Merexo, (praia de Area Maior, praia de Loureiro, praia de Borreiros,); praia da Cruz, por fóra da praia de Mozogondón, centro da ría que se estende ata a zona fronte á praia de Barreira, desembocadura do río Grande de ponte do Porto,","114","De xaneiro a decembro,","Zona de extracción, lonxa de Camariñas, lonxa de Muxia,","-Zona A: libre marisqueo entre punta Sandía e desembocadura de Río Lago (praias de Lago, Barreira e infralitoral entre Barreira e punta Sandía) (CM-033),; -Zona B: enseada de Merexo (praias de Area Maior (CM-036), Loureiro (CM-035), Borreiros (CM-034),); Zona C: praia da Cruz (CM-037),; -Zona D: por fóra da praia de Mozogondón (CM-038),; -Zona E: centro da ría que se estende ata a zona fronte a praia de Barreira e desembocadura do río Grande de Ponte do Porto (CM-146),;","2019164"
"GSOL","C.P. Cedeira","F","MSAS;","EQI,","Praia Magdalena, Area Miña Señora, punta Robaleira,","30","De maio a setembro, novembro, decembro,","Embarcación da vixilancia nas zonas de traballo, lonxa de Cedeira,","*","2019165"
"GSOL","C.P. Fisterra, C.P. Corcubión, C.P. Lira, (plan conxunto)","T","MA; MSAS;","EQK, EQI,","Zona V: de cabo Touriñán a punta Insua,","235, Praia de Carnota: 60,","De xaneiro a decembro,","Para a praia de Carnota: lonxa de Lira, Para o resto das zonas: nas zonas de extracción, lonxa de Lira, lonxa de Fisterra, lonxa de Corcubión,","Langosteira (CM-060), Talón (CM-061), Sardiñeiro (CM-062), Estorde (CM-063), Castelo (CM-065), Quenxe (CM-066), Fornelos (CM-067), Brens (CM-068-I), (CM-068-II),; Gures (CM-069), Ézaro (CM-142), O Pindo (CM-143), (CM-057),; Caldebarcos (CM-056), Carnota (CM-059),;","2019166"
"GSOL","C.P. Laxe, C.P. Corme, (plan conxunto)","T","MA; MSAS;","EQK, EQI,","Praia de Laxe, praia da Hermida, praia de Osmo, banco Riocobo, praia de Rebordelo, De Alto da Facha a punta Cantero, do Alto da Facha a punta Menduiña,","75","De abril a setembro,","Zona de extracción, lonxa de Corme, lonxa de Laxe,","-Zona A: infralitoral da praia de Laxe (CM-110), (CM-111), (CM-139), (CM-268),; -Zona B: infralitoral das praias da Hermida (CM-112), Osmo (CM-113), Riocobo (CM-115), do Alto da Facha a punta Cantero (CM-136) e do Alto da Facha a punta Mundiña (CM-137),;","2019167"
"GSOL","C.P. Muros","F","MA; MSAS;","EQK, EQI,","De punta Insua a punta Uhía,","251","De xaneiro a decembro,","Embarcación de vixilancia nas zonas de traballo, lonxa de Muros, lonxa de Esteiro,","A Virxe-1 (MN-012-I), A Virxe-2 (MN-012-II), Abelleira (MN-013), Abelleira II (sen codificar), O Cabo (MN-014), O Salto (MN-015), Ventín (MN-016), Esteiro (MN-017), O Espadanal (MN-060), Area Maior (MN-080), banco de Tal (MN-081), Cabaneiro (MN-082), Varadoiro (MN-083),;","2019168"
"GSOL","C.P. Noia","F","MA; MSAS;","EQK, EQI, RAE,","Na costa norte: desde punta Uhía ata porto Siavo, incluíndo a cara interna da illa da Creba, (exceptuando a zona portuaria, a zona dos asteleiros, a canle de navegación,); Na costa sur: desde punta Batuda ata punta Redondelo,","140","De xaneiro a decembro,","Na zona de extracción,","-Zona norte: Creba I (MN-048), Freixo (MN-102), porto Siavo (MN-103),; -Zona sur: de punta Batuda a punta Redondelo (MN-018),;","2019169"
"GSOL","C.P. Palmeira","F","MA;","EQK, EQI,","Punta Aguiúncho, illote de Grades, punta da Corna,","150","De xaneiro a decembro,","Nave da confraría no porto de Palmeira,","Insuela (AR-065), Cambra (AR-066), Cruces (AR-067), parcialmente; Zona de libra marisqueo: Cruces (AR-067), parcialmente;","2019170"
"GSOL","C.P. Porto do Son, C.P. Portosín, (plan conxunto)","T","MA; MSAS;","EQK, EQI, RAE,","De punta Batuda a río Sieira,","150","De xaneiro a decembro,","Lonxa de Porto do Son, Lonxa de Portosín, Rampla de descarga no peirao de Porto do Son, Pantalán da terceira lista no peirao de Portosín, Embarcacións participantes nas zonas de traballo, (cando se traballe con subministración de aire desde superficie,)","-Zona 1. de punta Batuda ata o porto de Portosín (MN-049),; -Zona 2. de escolleira de Portosín ata punta Aguieira (MN-050), (MN-051),; -Zona 3. de punta Aguieira ata punta Magrío (MN-052), (MN-086),; -Zona 4. de punta do Castro ata punta Porcalleira (MN-087),;","2019171"
"GSOL","C.P. Ribeira","F","MA;","EQK, EQI,","Zonas de autorización C.P. Ribeira, (bancos de Coroso-Río Grande-Río Azor, Insua-Airó, Castiñeiras,","130","De marzo a decembro,","Zona de extracción, (Coroso, Touro,); lonxa de Ribeira,","Bancos de Coroso-Río Grande-Río Azor (AR-205), Insua-Airo (AR-201-I), (AR-201-II), (AR-209),; Castiñeiras (AR-198),;","2019172"
"GSOL","C.P. A Illa de Arousa","F","MA; MSAS;","EQK, RAE,","Desde Sapeiras de Terra ata punta Quilme, Areoso, Camallón, Roncadeiras, punta Testos, punta Niño do Corvo, Area Secada, punta Cabalo,","230","De xaneiro a decembro, (cunha veda de dous meses consecutivos entre febreiro e xuño, en función estado gonadal para a navalla e dun mes para o longueirón vello entre abril e xuño,);","Concerrado, Arnela, Roncadeiras, Areoso, O Bao, lonxa da Illa de Arousa,","Zona 1: Areoso (AR-052),; Zona 2: Camallón (AR-051),; Zona 3: Punta Testos- Punta Cabalo (AR-332), (AR-333), (AR-334),; Zona 4: Xastelas-Aceñas (AR-056-II), (AR-059), (AR-056-I), (AR-324-I), (AR-324-II),; Zona 5: Sapeiras-Bao (AR-050),; Zona 6: Bao-Xastelas (AR-049), (AR-058),;","2019173"
"GSOL","C.P. Aldán-O Hio","F","MA; MSAS;","EQK, EQI,","De punta Alada a punta Morcegos, cara ao interior da ría,","208","De xaneiro a decembro, (cunha veda de dous meses consecutivos para cada especie en función do índice de condición gonadal,);","Area Brava, punta Ameixide, Vilariño, Pena Rubia, Menduiña, Laxe do Aire, mediante embarcación, lonxa de Aldán,","-Área 1. AREA BRAVA (de Punta Alada a Punta Corveira,): (GAL 10/04) Areabrava I (PO-156-I), Areabrava II (PO-156-II),; -Área 2. PINTÉNS (dende Punta Corveira a Punta Testada,) GAL 10/04 Punta Corbeira (PO-155), Punta Pinténs (PO-154), Punta Ameixide (PO-153), Ameixide + Carrelo (PO-152), (PO-191),; -Área 3. VILARIÑO (dende Punta Testada a O Con,): (GAL 10/03) O Cagallón (PO-151), Vilariño (PO-150), O Con (PO-149),; -Área 4. AREA COVA (Dende o Peirao a Francón): (GAL 10/04) Pena Rubia + Cova Balea (PO-148), Area Cova (Francón+Area Cova) (PO-147),; -Área 5. MENDUIÑA (Dende Francón ata Punta Niño do Corvo): Menduiña (PO-146), Niño do Corvo (PO-145),; -Área 6. LAXE DO AIRE (De Punta Niño do Corvo a Punta Morcegos): (GAL10/01) Laxe do Aire (PO-144),;","2019174"
