"tipo_Plan","entidad_promotora","conjunto","modalidad_captura","especies_objetivo","zona_Trabajo","dias_maximos","epoca_Trabajo","puntos_control","zonas_trabajo_detallada","ide_plan_explotación",
"FEQD","C.P. A Coruña, C.P. Barallobre, (plan conxunto)","T","MSAS;","URM,","De punta Langosteira a punta Segaño,","50","De xaneiro a abril, decembro,","Lonxa da Coruña, Lonxa de Mugardos, Lonxa de Barallobre, porto de Lorbé, porto de Mera, porto do Portiño, porto de Ares, dársena de Oza,"," -Zona A (de Pta. Langosteira ao dique de Abrigo) (CF-028),; -Zona B (de Bastiagueiro ao peirao de Sada) (CF-029),; -Zona C (de Perbes a praia de Centroña) (CF-030),; -Zona D (de espigón de Ares a Punta Segaño) (CF-031),;","2017132"
"FEQD","C.P. Aguiño, C.P. Ribeira, (plan conxunto)","T","MA; MSAS; Bicheiro;","URM,","Illa de Sálvora, costa e illotes adxacentes, agás determinadas zonas; De punta Falcoeiro a río Sieira, incluíndo illotes adxacentes (Falcoeiro, Basoñas, outros,)","47","De xaneiro a abril,","Peirao de Aguiño (rampla anexa á nave de clasificación de percebe), peirao de Ribeira (bocana da dársena portuaria), lancha de vixilancia nas zonas de traballo,; En condicións meteorolóxicas adversas: peirao de Ribeira, peirao do Castro,"," -Zona 2 (Illa de Sálvora, costa e illotes adxacentes, agás as zonas de exclusión): Subzona 1 (Illa de Sálvora e illotes adxacentes, agás as zonas de exclusión.), Subzona 2 (dende Pta. Falcoeiro ata Con D´Agosto),; -Zona 3 (de punta Falcoeiro ata río Sieira, incluíndo illotes adxacentes (Falcoeiro, Basoñas e outros),: Subzona 1 (dende Punta Falcoeiro ata Punta Corrubedo, (incluíndo a praia do Vilar)), Subzona 2 (dende Pta. Corrubedo ata Río Sieira, (incluíndo os baixos de Basoñas)),;","2017133"
"FEQD","C.P. Espasante","F","A pé;","URM,","De illa San Vicente a punta Vilardeira,","8","De xaneiro a abril,","Peirao de Espasante, Peirao de Ortigueira"," -A: (dende Illa de San Vicente ata punta de Santa Eulalia) (CL-065),; -B: (dende punta de Santa Eulalia ata punta da Bandexa),; -C: (dende punta da Bandexa ata Ribeira) (CL-023),; -D: (dende Ribeira ata praia do Sarridal) (CL-022),; -E: (dende praia do Carro ata punta de Pena Furada) (CL-054),; -F1: (dende punta de Pena Furada ata a metade da praia Furada) (CL-050),; -F2: (dende a metade da praia Furada ata a praia Fabrega) (CL-026),; -G: (dende praia Fabrega ata O Coitelo) (CL-063),; -H: (dende O Coitelo ata Costa Xuncos,; -I: (dende Costa Xuncos ata punta Vilardeira) (CL-024),;","2017134"
"FEQD","C.P. Ferrol","F","MSAS;","URM,","De faro de punta Frouxeira a a ponte da Faísca,","50","De xaneiro a abril, novembro, decembro,","Peirao de Ferrol, O Portiño,","Prioriño Chico-Prioriño Grande,; Punta do Castro-Illas Gabeiras-Punta Lavandeira (CF-108),; Illa Herbosa-Praia de San Xurxo (CF-108),; Illa Blanca “A Vaca”-Punta Chanco,; Os Cabalos-Praia de Santa Comba (CF-110),; Praia dos Botes-Faro de Punta Frouxeira (CF-111).;","2017135"
"FEQD","C.P. Lira","F","A pé;","URM,","De punta Insua á desembocadura do río Larada,","25","De xaneiro a abril, novembro, decembro,","Lonxa de Lira,"," -Zona B: (de Maceiras á esquina do campo de fútbol) (CM-255), REMIP; -Zona C: (da esquina do campo de fútbol a O Curro) (CM-256), REMIP; -Zona D: (de O Curro ata punta Raposeiros (Lombo da Campa)) (CM-257), REMIP; -Zona Exterior 1: (Dende Raposeiros ata punta Insua) (CM-258), fora da REMIP;","2017136"
"FEQD","C.P. Lira, C.P. Fisterra, C.P. Corcubión, (plan conxunto)","T","MA; MSAS;","URM,","Zona V: de cabo Touriñán a punta Insua,","70, Ámbito da reserva: 50,","De xaneiro a abril, De outubro a decembro,","Peirao de Lira, lonxas de Lira, peirao de Fisterra, lonxa de Fisterra, peirao de Corcubión, lonxa de Corcubión, zonas de traballo,; Ámbito da reserva: rampla norte do peirao de Lira, nas zonas de traballo,","Costa entre Cabo Touriñán e punta Insua (CM-147), Lobeira Chica (CM-269), Lobeira Grande (CM-270), Carrumeiro Grande (CM-271), Carrumeiro Pequeno (CM-272), Os Bois (CM-273),","2017137"
"FEQD","C.P. Malpica, C.P. Corme, C.P. Laxe, C.P. Camelle, C.P. Camariñas, (plan conxunto)","T","MSAS;","URM,","Zona VI: de cabo Touriñán a punta Langosteira,","30","De xaneiro a abril,","Lonxa de Muxía, Lonxa de Camariñas, Lonxa de Camelle, Lonxa de Laxe, Lonxa de Corme, Lonxa de Malpica,","Sector 1: (de Touriñán á Buitra), Sector 2: (da Buitra á Barca), Sector 3: (Ría de Camariñas (de Peneirón-Xaviña á praia Lago)), Sector 4: (Vilano (de Corno a Pta. Pedrosa)), Sector 5: (de Gallada-Baleas a Ríos), Sector 6: (de Ríos a Camelle), Sector 7: (de Ataín a Cabo de Laxe), Sector 8: (Ría de Corme-Laxe (de Cabo Laxe a Roncudo)), Sector 9: (Roncudo (de baixo Chan a Pichóns)), Sector 10: (de Pichóns ao Cabalo), Sector 11: (do Cabalo a Malpica), Sector 12: (Illas Sisargas), Sector 13: (de Malpica a Razo), Sector 14: (de Razo a Caión), Sector 15: (de Caión a Langosteira),","2017138"
"FEQD","C.P. A Guarda","F","A pé;","URM,","De punta Orelludas a punta dos Picos,","45","De xaneiro a abril, De outubro a decembro,","Porto de Oia, Horizonte, lonxa da Guarda, A Grelo,","De punta Orelludas a punta dos Picos (VI-207),: Porto das Canelas (VI-407), A Rachada - Forxas (VI-411), Forxas – Porto Vilar (VI-412), Arena Grande (VI-413), As Xilias - Correlos (VI-414), A Señal – Redondeliño (VI-416), Río Ajieira - Os Salitiños (VI-418), Porto Agoeira (VI-421), O Cunchal (VI-423), Porto Amiadelo (VI-424), Leña seca (VI-426), Cetárea (VI-427), Porto Mª albiña (VI-428), Fedorentos (VI-429), O Portiño - Xenete (VI-430), Carreiro - Santa Cruzada (VI-433), A Grelo (VI-434), Depuradora (VI-435), Ribel (VI-436), Ribelciño (VI-437),;","2017139"
"FEQD","C.P. A Guarda,","F","MSAS;","URM,","De punta Orelludas a punta dos Picos (zona marítima),","80","De xaneiro a abril, De outubro a decembro,","Peirao da Guarda, Peirao de Santa María de Oia,","De punta Orelludas a punta dos Picos (zona marítima) (VI-207),: Canelas (VI-250), Vilar (VI-243), Oia (VI-244), Bazar (VI-245), Area Grande dentro (VI-246), Area Grande fóra (VI-247), Carreiro (VI-248), As Luisas (VI-249), Ribel (VI-208),","2017140"
"FEQD","C.P. Aldán-O Hio","F","MA; MSAS;","URM, WBX,","De punta Couso a punta Morcegos, cara ao interior da ría de Aldán,","30 (URM,), 13 (WBX,),","De xaneiro a marzo, De outubro a decembro,","Embarcación de vixilancia, Punta Alada, Punta Niño do Corvo. Lonxa de Aldán,"," -De Punta Couso a Punta Ameixide: Punta Couso I (PO-157), Punta Couso II (PO-158), Punta Alada (PO-159), Area Brava (PO-160), Punta Corveira (PO-161), Augadelas (PO-169), Punta Ameixide (PO-170),; -De Punta Morcegos ao peirao de Aldán: Laxe do Aire (PO-162), Menduiña (PO-163), Pena Rubia (PO-171),;","2017141"
"FEQD","C.P. Baiona,","F","A pé; MSAS;","URM,","De punta Orelluda a praia de Abra, (excluída), incluíndo as illas Estelas,","A pé: 60, MSAS: 120,","De xaneiro a abril, de outubro a decembro,","Lonxa de Baiona,"," Monte Ferro (VI-507), Illas Estelas (VI-508), Illotes Serralleiras (Farallóns) (VI-509), Monte Lourido (VI-510), Cabo Silleiro (Carral) (VI-511), Monte do Boi (VI-512), Baredo (Enseada Bombardeira) (VI-513), Enseada do Ladrón (Pto. Castro) (VI-514), Punta Centinela - Pedra Rubia (VI-515), Can Cagado - Mougás (VI-516), Porto Senín (VI-517), Punta Orelludas (VI-518),Figura de protección: Illas Estelas, Monte Ferro, Illotes Serralleiras (LIC Estelas)","2017142"
"FEQD","C.P. Bueu, C.P. Portonovo, C.P. Sanxenxo, (plan conxunto)","T","MSAS;","URM,","De punta Faxilda a punta Centolo, de punta Galera a punta Couso, de punta Couso a punta Morcegos, illa Ons, illa Onza,","100","De xaneiro a abril, De outubro a decembro,","Lonxa de Bueu, Lonxa de Portonovo,"," -Area 1. Ons. Litoral das illas Ons e Onza: 1.1. Norte (de Centolo a punta Estripeiral), 1.2. Centro (de punta Estripeiral ata illote A Freitosa), 1.3. Sur (de Illote A Freitosa a praia Fedorentos), 1.4. Leste Ons, 1.5. Onza, 1.6. Baixos asociados (Camoucos, Picamillo,),; -Area 2. Norte ría Pontevedra (de punta Faxilda a punta Aguillóns): 2.1 (de punta Faxilda a punta Cabicastro), 2.2. (de punta Cabicastro a punta Aguillóns),; -Area 3. Sur ría de Pontevedra (de punta Morcegos á escola naval militar de Marín): 3.1 (de punta Morcegos ao peirao de Bueu), 3.2 (do peirao de Bueu á Escola Naval de Marín),;","2017143"
"FEQD","C.P. Cangas","F","MA; MSAS;","URM,","De punta Canabal a punta Couso, illas Cíes,","125","De xaneiro a abril, De outubro a decembro,","Zona de extracción, lonxa de Cangas,"," .Subzona 1 Illa Norte das Illas Cíes (1): .GAL 11/01: CABALO (VI-039), MONTEAGUDO (VI-038), LAGO (VI-037), PORTA (VI-033), PEQUENO (VI-035), CARRACIDO (VI-034), VIÑOS (VI-036), ALEMANS (VI-040), OSBIDUIDOS (VI-216), PEDRAS NEGRAS (VI-217),; -Subzona 2 Illa Sur das Illas Cíes (1): .GAL 11/01: VICOS (VI-215), FAREIRO (VI-031), SAN MARTIÑO (VI-030), PAU (VI-032), A GALERA (VI-209), OS QUICHOS (VI-210), PEDRA DOS GAVIOTOS (VI-211), OS GAVIOTOS (VI-212), OS FORCADOS (VI-213), LIMPIÑO (VI-214),; -Subzona 3 Costa da Vela (de Pta. Couso a Pta. Subrido) (2): .GAL 10/01: CABO HOME (VI-027), .GAL11/01-1: ROBALEIRA (VI-026), MELIDE (VI-025), AS OSAS (VI-218),; -Subzona 4 Enseadas de Barra, Liméns e Cangas (de Punta Subrido a Pta Borneira): .GAL 11/01: COSTAL DE BARRA (VI-024), MUXILEIRA (VI-023), GREIXIÑA (VI-022), CORBEIRO DOS CASTROS (VI-021), .GAL 11/04: ENSENADA DE LIMENS (VI-020), PRAIA DE LIMENS (VI-019), SALGUEIRA (VI-018), FANEQUEIRA (VI-017), AREAMILLA (VI-016), BORNEIRA (VI-219),; Figuras de protección: (1) Parque Nacional Illas Atlánticas, (2) LIC Costa da Vela,","2017144"
"FEQD","C.P. O Grove","F","MSAS;","URM, WBX,","De punta Faxilda (agás A Lanzada) a punta Moreira, de praia de Con Roibo a peirao do Grove, Pedras Salvores, Baixos dos Mezos, dos Esqueiros,","65 (URM,), 50 (WBX,),","Xaneiro a xuño, de outubro a decembro,","Porto de San Vicente, porto de Meloxo, lonxa do Grove e embarcación de vixilancia,","Corbeiro (AR-269), Foxos (AR-122), Capilla (AR-123), Raeiros ( AR-270), Paxareiros (AR-271), Espiño (AR-272), A Barrosa (AR-273), As Redondas (AR-274), A Bateria (AR-275), Con Negro (AR-276), Castiñeira (AR-277), O Carreiro (AR-278), Faro das Pedras (AR-279), Rons (AR-280), A Cantareira (AR-281), Baixo dos Mezos (AR-282), Baixo dos Esqueiros (AR-283),;","2017145"
"FEQD","C.P. Vigo","F","MA; MSAS;","URM,","De Rande á praia de Abra (esta última excluída),","83","De xaneiro a marzo, De outubro a decembro,","Zona de traballo, lonxa de Canido, lonxa de Vigo,","GAL 11/04: Cabo de Mar (VI-010-I), Cabo de Mar (VI-010-II), Cabo de Mar (VI-010-III), Cabo de Mar (VI-010-IV), Toralla (VI-011), As Marosas (VI-012), Cabo Estai (VI-013), Abra Norte (VI-015), Saians (VI-014),; Holoturia: Cabo de Mar,;","2017146"
"GSOL","C.P. A Pobra do Caramiñal","F","MA; MSAS;","EQK,","De punta Galduario a punta Corna, arrecife de Aroñe, de punta Galduario a punta Peralto,","160","De xaneiro a decembro,","Zona de extracción,","Cabío (de punta Galduario a punta Corna) (AR-137-I), (AR-137-II),; Areal (268), Raposiños (AR-287), Ribeiriña-Merced (AR-288), arrecife de Aroña (AR-139),","2017147"
"GSOL","C.P. Aguiño","F","MA;","EQK, EQI,","Zonas de autorización C.P. Aguiño,","185","De xaneiro a decembro,","Zona de extracción, peirao de Aguiño, peirao de Ribeira, peirao O Castro,","O Carreiro (AR-210), (parcela C-1057 (Orde 11/06/1974)); Sálvora: subzona Vionta (AR-212), subzona Sálvora (AR-213),; Praia do Castro (AR-211), (parcela C-1058 (Orde 30/07/1978)); zona adxacente entre autorizacións, (segundo mapa adxunto);","2017148"
"GSOL","C.P. Aguiño, C.P. Ribeira, (plan conxunto)","T","MA; MSAS;","EQK, EQI,","Praia da Ladeira, zonas de libre marisqueo adxacentes ao ámbito dos plans das autorizacións das dúas confrarías,","38","De abril a setembro,","Zonas de traballo, peirao de Aguiño, peirao de Ribeira, peirao O Castro,","Zona 1: zonas de libre marisqueo da zona interna da Ría de Arousa, limítrofes coas autorizacións de ambas confrarías,; Zona 2: zona de libre marisqueo ao E das Illas de Vionta, Erbosa; Noro,; Zona 3: praia de Ladeira,;","2017149"
"GSOL","C.P. Cabo de Cruz","F","MA;","EQK,","De punta Peralto a punta Pedra Rubia,","70","De abril a setembro, decembro,","Embarcación de vixilancia na zona de traballo,","Barraña (dende a desembocadura do Río Coroño ata o arrecife das Marxas) (AR-127), Carregueiros (dende Pta. Cabo a Punta Chazo) (AR-128), Retorta (praia da Retorta e intermareal dos Baus de fóra) (AR-129), Mañóns (dende a rampla de Angados ata punta Pedra Rubia) (AR-130),","2017150"
"GSOL","C.P. Camariñas, C.P. Muxía, (plan conxunto)","T","MA; MSAS;","EQK, EQI,","De punta Sandia á desembocadura do río Lago: praia de Lago, praia de Barreira, infralitoral entre a praia de Barreira e punta Sandía,; Enseada de Merexo: praia de Area Maior, praia de Loureiro, praia de Borreiros,; Praia da Cruz,; Por fóra da praia de Mozogondón,; Centro da ría que se estende ata a zona fronte á praia de Barreira, desembocadura do río Grande de Ponte do Porto,;","120","De xaneiro a decembro,","Zona de extracción, lonxa de Camariñas, lonxa de Muxía,"," -Zona A (libre marisqueo entre punta Sandía e desembocadura de Río Lago (praias de Lago, Barreira e infralitoral entre Barreira e punta Sandía)) (CM-033),; -Zona B (enseada de Merexo (praias de Area Maior)) (CM-036), Loureiro (CM-035), Borreiros (CM-034),; -Zona C (praia da Cruz) (CM-037),; -Zona D (por fóra da praia de Mozogondón) (CM-038),; -Zona E (centro da ría que se estende ata a zona fronte a praia de Barreira e desembocadura do río Grande de Ponte do Porto) (CM-146),;","2017151"
"GSOL","C.P. Fisterra, C.P. Corcubión, C.P. Lira, (plan conxunto)","T","MA; MSAS;","EQK, EQI,","Zona V: de cabo Touriñán a punta Insua,","235, Praia de Carnota: 60,","De xaneiro a decembro,","Nas zonas de extracción, peirao de Fisterra, lonxa de Fisterra, peirao de Corcubión, lonxa de Corcubión, peirao de Lira, lonxa de Lira,","Langosteira (CM-060), Talón (CM-061), Sardiñeiro (CM-062), Estorde (CM-063), Castelo (CM-065), Quenxe (CM-066), Fornelos (CM-067),; Brens (CM-068-1), (CM-068-2),; Gures (CM-069), Ézaro (CM-142),; O Pindo (CM-143), (CM-057),; Caldebarcos (CM-056), Carnota (CM-059),","2017152"
"GSOL","C.P. Laxe, C.P. Corme, (plan conxunto)","T","MA; MSAS;","EQK, EQI,","Praia de Laxe, praia da Hermida, praia de Osmo, banco Riocobo, praia de Rebordelo. Do Alto da Facha a punta Cantero, do Alto da Facha a punta Menduiña,","75","De maio a setembro,","Zona de extracción, lonxa de Corme, lonxa de Laxe,"," -Zona A (infralitoral da praia de Laxe) (CM-110), (CM-111), (CM-139), (CM-268),; -Zona B (infralitoral das praias da Hermida) (CM-112), Osmo (CM-113), Riocobo (CM-115), (do Alto da Facha a punta Cantero) (CM-136), (do Alto da Facha a punta Mundiña) (CM-137),;","2017153"
"GSOL","C.P. Muros","F","MA; MSAS;","EQK, EQI,","De punta Insua a punta Uhía,","246","De xaneiro a decembro,","Zonas de extracción, lonxa de Muros, lonxa de Esteiro,","A Virxe-1 (MN-012-I), A Virxe-2 (MN-012-II), Abelleira (MN-013), O Cabo (MN-014), O Salto (MN-015), Ventín (MN-016), Esteiro (MN-017), O Espadanal (MN-060), Area Maior (MN-080), banco de Tal (MN-081), Cabaneiro (MN-082), Varadoiro (MN-083),","2017154"
"GSOL","C.P. Noia","F","MA; MSAS;","EQK, EQI, RAE,","Na costa norte, desde punta Uhía ata porto Siavo, incluíndo a cara interna da illa da Creba, exceptuando a zona portuaria, a zona dos asteleiros, a canle de navegación,; Na costa sur, desde punta Batuda ata punta Redondelo,;","140","De xaneiro a decembro,","Na zona de traballo,"," -Zona norte: Creba I (MN-048 I), Freixo (MN-048 II), porto Siavo (MN-048 III),; -Zona sur: (de punta Batuda a punta Redondelo) (MN-018),;","2017155"
"GSOL","C.P. Palmeira","F","MA;","EQK, EQI,","Punta Aguiúncho, illote de Grades, punta da Corna,","150","De xaneiro a decembro,","Nave da confraría no porto de Palmeira,","Insuela (AR-065), Cambra (AR-066), Cruces (AR-067), (parcialmente); Zona de libra marisqueo: Cruces (AR-067), (parcialmente);","2017156"
"GSOL","C.P. Porto do Son, C.P. Portosín, (plan conxunto)","T","MA; MSAS;","EQK, EQI, RAE,","De punta Batuda a río Sieira,","150","De xaneiro a decembro,","Peirao de Porto do Son, Peirao de Portosín, zonas de extracción"," -Zona 1 (de punta Batuda ata o porto de Portosín) (MN-049),; -Zona 2 (de escolleira de Portosín ata punta Aguieira) (MN-050), (MN-051),; -Zona 3 (de punta Aguieira ata punta Magrío) (MN-052), (MN-086),; -Zona 4 (de punta do Castro ata punta Porcalleira) (MN-087),;","2017157"
"GSOL","C.P. Ribeira","F","MA;","EQK, EQI,","Zonas de autorización C.P. Ribeira,: bancos de Coroso-Río, Grande-Río Azor, Insua-Airó, Castiñeiras,","130","De marzo a decembro,","Zona de extracción (Coroso, Touro,), lonxa de Ribeira,","Bancos de Coroso-Río Grande-Río Azor (AR-205), Insua-Airo (AR-201-I), (AR-201-II), (AR-209),; Castiñeiras (AR-198),","2017158"
"GSOL","C.P. A Illa de Arousa","F","MA; MSAS;","EQK, RAE,","Desde Sapeiras de Terra a punta Quilme, Areoso, Camallón, Roncadeiras, punta Testos, punta Niño do Corvo, Area Secada, punta Cabalo,","230","De xaneiro a decembro, cunha veda de dous meses consecutivos entre febreiro e xuño, en función do estado gonadal para a EQK, dun mes para o RAE, entre abril e xuño,","Con Cerrado, Arnela, Roncadeiras, Areoso, O Bao, lonxa da Illa de Arousa,","Zona 1: Areoso (AR-052),; Zona 2: Camallón (AR-051),; Zona 3: Punta Testos-Punta Cabalo (AR-332), (AR-333), (AR-334),; Zona 4: Xastelas-Aceñas (AR-056-II) (AR-059), (AR-056-I), (AR-324-I), (AR-324-II),; Zona 5: Sapeiras-Bao (AR-050),; Zona 6: Bao-Xastelas (AR-049), (AR-058),;","2017159"
"GSOL","C.P. Aldán-O Hio","F","MA; MSAS;","EQK, EQI,","De punta Alada a punta Morcegos, cara ao interior da ría,","208","De xaneiro a decembro, cunha veda de dous meses consecutivos en función do índice de condición gonadal,","Area Brava, Punta Ameixide, Vilariño, Pena Rubia, Menduiña, Laxe do Aire, (mediante embarcación), lonxa de Aldán,"," -Área 1 AREA BRAVA  (de Punta Alada a Punta Corveira) (GAL 10/04): Areabrava I e II (PO-156),; -Área 2 - PINTÉNS (dende Punta Corveira a Punta Testada) (GAL 10/04): Punta Corbeira (PO-155), Punta Pinténs (PO-154), Punta Ameixide (PO-153), Ameixide + Carrelo (PO-152), Arneles (PO-191),; -Área 3 - VILARIÑO (dende Punta Testada a O Con) (GAL 10/03): O Cagallón (PO-151), Vilariño (PO-150), O Con (PO-149),; -Área 4 AREA COVA (Dende o Peirao a Francón) (GAL 10/04): Pena Rubia + Cova Balea (PO-148), Area Cova (Francón+Area Cova) (PO-147),; -Área 5 MENDUIÑA (Dende Francón ata Punta Niño do Corvo): Menduiña (PO-146), Niño do Corvo (PO-145),; -Área 6 LAXE DO AIRE (De Punta Niño do Corvo a Punta Morcegos) (GAL10/01): Laxe do Aire (PO-144),;","2017160"
"GSOL","C.P. Baiona","F","MA; MSAS;","EQK, EQI,","De puntal da Serra a punta do Boi,","90","De xaneiro a decembro, cunha veda para a EQK, de dous meses e vinte días consecutivos entre xaneiro e marzo, para o EQI, nos meses de maio e xuño,","Zona de traballo, lonxa de Baiona,"," (GAL 11/07): Santa Marta (VI-106), Monte Real (VI-107), Balo (VI-108), Enseada (VI-109),","2017161"
"GSOL","C.P. Bueu, C.P. Lourizán, C.P. Marín, C.P. Pontevedra, C.P. Portonovo, C.P. Raxó, C.P. Sanxenxo, (plan conxunto)","T","MA; MSAS;","EQK, EQI, RAE,","De punta Faxilda a punta Morcegos, illa de Ons, illa de Onza,","EQK,: 228, EQI,: 21,","EQK,: de xaneiro a decembro, con rotación de bancos e cunha veda dun mes segundo o estado gonadal","Zona de traballo mediante a embarcación de vixilancia,"," -Área 1 PORTONOVO (de Punta Faxilda a Punta Festiñanzo) ((GAL 10/01), (GAL 10/05),): Maior praia (EQI) (PO-035), Montalvo (EQI) (PO-036), Canelas (EQI) (PO-037), Caneliñas (EQI) (PO-038), Baltar (EQI) (PO-039), Silgar I (EQK) (PO-040), Silgar (EQI) (PO-041), Grileira (EQI) (PO-042), Areas (EQI) (PO-043),; -Área 2 RAXO (de Punta Festiñanzo a Punta Aguillóns) ((GAL 10/05), (GAL 10/06-1), (GAL 10/06-2),): .Área 2.1 Raxó (de Punta Festiñanzo a Punta Sinás) (Adra (EQK) (PO-045), Os Bois-Santa Mariña (EQK) (PO-046), Santa Mariña-Roivas (EQK) (PO-048), Raxó II (EQK) (PO-050), Adra I (EQI) (PO-044), Raxó I (EQI) (PO-049),); .Área 2.2 Raxó (de Punta Sinás a Punta Aguillóns) (Sinás (EQK) (PO-051), Samieira I (EQK) (PO-053), Samieira II (EQK) (PO-054), Covelo I (EQK) (PO-055), Covelo II (EQK) (PO-056), Ministro-Chancelas (EQK) (PO-057), Aguillóns (EQK) (PO-058),); -Área 3 BRENSA (de Punta Aguillóns a Punta Campelo) ((GAL 10/06-2), (GAL 10/07),): Brensa norte (EQK) (PO-062), Tambo oeste (EQK) (PO-016), Tambo norte (EQK) (PO-059), Tambo Bateas (EQK) (PO-065), Area da Illa (EQK) (PO-061), Tambo leste (EQK) (PO-015), Combarro (EQK) (PO-067), Campelo (EQI) (PO-068), A Barra (EQI) (PO-066),; -Área 4 LOURIZÁN (de Punta Campelo á Escola Naval Militar de Marín) ((GAL 10/07) (GAL 10/08-1),): .(GAL 10/07) (Ameixal (EQK) (PO-069), Lourizán I (EQK) (PO-070-I), Lourizán II (EQK) (PO-070-II), Lourizán III (EQK) (PO-070-III), Lourizán I (EQI) (PO-071-I),); .(GAL 10/08-1) (Lourizán II (EQI) (PO-071-II), Lourizán (EQI) (PO-071-III),); -Área 5 MARÍN (de Escola Naval Militar a Punta Loira) ((GAL 10/05), (GAL 10/06-2),): -(GAL 10/06-2) (Porto de Marín (EQK) (PO-077), Debaixo dos pinos (EQK) (PO-078), Rabuñagatos (EQK) (PO-079), Mogor (EQK) (PO-080), Mogor/A Moa (EQK) (PO-081), A Moa (EQK) (PO-082), Cantil Area Alta (EQK) (este banco tiene parte en las 2 zonas GAL) (PO-083), San  Blas (EQI) (PO-084), Aguete (EQI) (PO-085), Aguete Porto (EQK) (PO-087),); .(GAL 10/05) (Burato das Pombas (EQK) (PO-088), Loira (EQK) (PO-089),); -Área 6 BUEU (de Punta Loira a Punta Morcegos) ((GAL 10/05), (GAL 10/01),): .(GAL 10/05) (A Cova (EQK) (PO-090), Reja da Cova (EQK) (PO-108), Con do  Santo (EQK) (PO-091), Con do Santo (EQI) (PO-092), Lapamán (EQI) (PO-093), Monte  Gordo (EQK) (PO-094), Portomaior (EQK) (PO-095), Agrelo (EQI) (PO-096), Agrelo (EQK) (PO-097), Loureiro (EQK) (PO-098), Pescadoira (EQK) (PO-099), Peirao Bueu (EQK) (PO-100), Rabaleira (EQK) (PO-101), Porto de Beluso (EQK) (PO-102), Beluso (EQK) (PO-103), Tulla (EQK) (PO-104), Mourisca (EQK) (PO-105),); .(GAL 10/01) (Bon (EQK) (PO-106), Morcegos (EQK) (PO-107),); -Área 7 ONS (Illas de Ons e Onza) (GAL 10/01),)): Melide (EQK) (PO-110), Ons Este (EQK) (PO-111), Ons Este Peirao (EQK) (PO-112),;","2017162"
"GSOL","C.P. Cambados","F","MA; MSAS;","EQK,","Do Rego do Alcalde (Lañeiras de Fóra) á baliza de Orido, Arnela-Galiñeiro, Tragove, Tereixiñas, As Lobeiras,","132","De maio a outubro,","Embarcación de vixilancia da confraría, batea de control, lonxa de Tragove,"," -Área 1: Tereixiñas-Tragove (AR-253),; -Área 2: Ourido 1 (AR-254), Ourido 2 (AR-255),; -Área 3: Galiñeiro 1 (AR-016-1), Galiñeiro 2 (AR-016-2),; -Área 4: As Lobeiras (AR-256),;","2017163"
"GSOL","C.P. Cangas","F","MA; MSAS;","EQK, EQI,","De punta Canabal a punta Couso, illas Cíes,","240","De xaneiro a decembro, con rotación de bancos","Embarcación na zona de produción, porto de atraque Cangas, lonxa de Cangas,"," -Zona A: na costa noroeste da Ría de Vigo: .Subzona A.1. (GAL 11/01) ((EQK), (EQI),) (Praia de Barra-Nerga (VI-089), (VI-091), Liméns (VI-094),); .Subzona A.2. (GAL 11/04), (GAL 11/01), (Praia de Massó (EQK) (VI-088), Praia de Rodeira ((EQK), (EQI),) (VI-090), (Punta Borneira e punta Fanequeiro) (EQK) (VI-095),; -Zona B: nas Illas Cíes (1) (GAL 11/01): .Subzona B.1. Illa de Monteagudo (Praia de Rodas (EQK) (VI-093), Praia de Viños (EQK) (VI-178), Praia de Carracido (EQK) (VI-079),); .Subzona B.2: Illa de San Martiño (Praia de San Martiño (EQK) (VI-092),); (1) Parque Nacional Illas Atlánticas","2017164"
"GSOL","C.P. Moaña, Cíes Artesanais, S.C.G., (plan conxunto)","T","MA; MSAS;","EQK,","De Rande a Petóns de Canabal, (excluíndo a zona que vai desde Rande a punta Travesada,)","190","De xaneiro a decembro, cunha veda de dous meses consecutivos entre xaneiro e maio,","Zona de traballo,","Subzona 1: Rande (1) (VI-152),; Subzona 2: Borna (VI-153), Costal Domaio (1) (VI-160),; Subzona 3: O Cocho (VI-154), Arroas (VI-155),; Subzona 4: Con (VI-156), Tirán Terra (VI-157),; Subzona 5: Tirán Fora (VI-158),; Subzona 6: A Tella (1) (VI-159),; (*)ZEC Enseada de San Simón,","2017165"
"GSOL","C.P. Moaña, Cíes Artesanais, S.C.G., C.P. Redondela, C.P. Vilaboa, (plan conxunto)","T","MA; MSAS;","EQK,","Desde Rande a punta Travesada,","20","Xaneiro a decembro,","Na zona de traballo, lonxa de Vilaboa, lonxa de Redondela, lonxa de Moaña,","*","2017166"
